sno,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
5306,Jet Airways,Mumbai,Hyderabad,0,5678,3,3,19,35,1,30
6742,Jet Airways,Kolkata,Banglore,1,12692,6,12,9,35,9,35
3643,Multiple carriers,Delhi,Cochin,1,7888,21,5,10,0,15,30
1553,Vistara,Delhi,Cochin,0,6688,21,3,6,0,3,10
1833,Jet Airways,Banglore,Delhi,0,8016,6,6,11,10,2,55
4630,Jet Airways,Kolkata,Banglore,1,12681,4,1,18,55,13,20
6999,IndiGo,Delhi,Cochin,1,8784,21,3,6,40,14,20
6311,IndiGo,Banglore,Delhi,0,4823,5,3,7,10,2,55
300,IndiGo,Mumbai,Hyderabad,0,2754,5,3,2,35,1,30
5951,IndiGo,Kolkata,Banglore,0,4804,5,12,15,15,2,30
6859,Jet Airways,Delhi,Cochin,0,9564,21,6,11,0,3,15
2895,Multiple carriers,Delhi,Cochin,1,13677,3,9,6,0,15,0
967,Air India,Delhi,Cochin,2,11552,3,6,7,5,36,10
487,IndiGo,Kolkata,Banglore,1,3717,18,5,19,20,4,25
2928,Jet Airways,Delhi,Cochin,1,14714,24,6,22,50,5,35
8999,Multiple carriers,Delhi,Cochin,1,7485,21,5,10,20,15,10
5413,Air India,Mumbai,Hyderabad,1,6901,3,12,5,55,14,40
4875,IndiGo,Delhi,Cochin,1,6573,4,9,18,35,6,55
2891,IndiGo,Mumbai,Hyderabad,0,4784,3,3,6,20,1,25
6569,Jet Airways,Banglore,Delhi,0,7229,6,1,11,10,2,55
8430,Jet Airways,Mumbai,Hyderabad,0,4995,5,1,7,5,1,25
5278,Air India,Mumbai,Hyderabad,0,3100,6,1,6,20,1,20
5810,SpiceJet,Banglore,Delhi,0,3971,4,3,5,55,2,40
4966,Vistara,Delhi,Cochin,0,8001,3,6,14,55,2,55
8626,Jet Airways,Banglore,New Delhi,1,5853,15,3,5,50,6,30
5288,GoAir,Kolkata,Banglore,0,3514,24,6,15,20,2,35
1025,IndiGo,Banglore,Delhi,0,4823,6,9,8,30,2,50
1426,Jet Airways,Kolkata,Banglore,1,14571,6,6,18,55,15,10
2275,IndiGo,Kolkata,Banglore,1,6218,5,9,18,5,5,25
2755,IndiGo,Banglore,Delhi,0,3943,6,3,6,5,2,45
6732,Air India,Kolkata,Banglore,2,15164,5,1,20,30,17,15
1099,Multiple carriers,Delhi,Cochin,1,11200,6,1,7,30,11,30
8736,Jet Airways,Delhi,Cochin,2,10368,6,12,9,40,9,20
9772,SpiceJet,Mumbai,Hyderabad,0,2385,5,1,13,15,1,30
8656,Vistara,Banglore,Delhi,0,4878,6,1,9,45,2,50
9582,Jet Airways,Kolkata,Banglore,1,10844,24,5,16,30,6,5
7303,Air India,Banglore,New Delhi,1,17198,3,1,13,50,28,50
8480,IndiGo,Chennai,Kolkata,0,7295,3,3,13,20,2,15
3213,IndiGo,Delhi,Cochin,1,10518,3,9,4,45,16,15
6622,IndiGo,Mumbai,Hyderabad,0,4575,5,1,9,10,1,30
10115,SpiceJet,Mumbai,Hyderabad,0,2437,18,3,13,10,1,20
2222,Jet Airways,Kolkata,Banglore,1,10953,5,6,9,35,24,10
2668,Jet Airways,Banglore,New Delhi,1,35185,3,1,18,40,6,5
7102,IndiGo,Kolkata,Banglore,1,12198,18,5,9,20,4,55
1034,Jet Airways,Kolkata,Banglore,1,7757,5,9,20,0,12,15
1031,Multiple carriers,Delhi,Cochin,1,15136,3,6,9,55,11,5
7152,Air Asia,Delhi,Cochin,1,6151,27,3,7,55,5,15
1472,Jet Airways,Delhi,Cochin,2,10368,15,6,9,40,9,20
6113,Multiple carriers,Delhi,Cochin,1,6717,21,3,7,5,9,5
6503,Air India,Delhi,Cochin,2,12488,6,12,7,10,12,5
4393,SpiceJet,Kolkata,Banglore,1,8844,5,12,15,55,5,30
4250,SpiceJet,Banglore,Delhi,0,3971,4,1,5,55,2,40
6375,Air India,Banglore,New Delhi,0,9481,3,9,17,0,2,50
8157,Jet Airways,Banglore,New Delhi,1,7832,21,3,8,55,6,20
2753,Jet Airways,Kolkata,Banglore,1,12692,6,12,9,35,11,30
5571,IndiGo,Delhi,Cochin,1,6386,6,3,2,0,5,45
8011,Air Asia,Banglore,Delhi,0,7120,6,1,23,55,2,50
3642,Jet Airways,Kolkata,Banglore,1,13731,6,6,8,25,20,15
5125,Jet Airways,Kolkata,Banglore,1,14151,24,5,20,25,24,40
5553,Jet Airways,Delhi,Cochin,1,12557,21,3,17,30,25,20
8689,Jet Airways,Banglore,New Delhi,2,23001,3,9,8,55,7,0
757,Jet Airways,Delhi,Cochin,2,10368,6,3,5,30,13,30
5605,Air India,Delhi,Cochin,1,7174,21,4,6,10,16,50
9784,GoAir,Delhi,Cochin,1,6195,21,5,10,35,9,0
6242,Jet Airways,Delhi,Cochin,1,10262,15,6,9,0,19,25
8133,IndiGo,Kolkata,Banglore,1,3574,4,9,19,20,4,25
5192,Jet Airways,Delhi,Cochin,1,10262,24,6,14,0,14,25
4910,Jet Airways,Kolkata,Banglore,1,14781,5,1,6,30,11,45
1147,Jet Airways,Mumbai,Hyderabad,0,4050,6,1,7,5,1,25
1677,IndiGo,Delhi,Cochin,1,7191,5,6,7,30,13,30
5523,Air India,Kolkata,Banglore,2,14083,24,5,10,0,15,20
5428,SpiceJet,Kolkata,Banglore,0,3841,27,6,9,0,2,25
9726,Air Asia,Delhi,Cochin,1,6152,27,6,7,55,5,30
10368,Jet Airways,Delhi,Cochin,2,9483,4,9,23,5,19,55
6178,Air India,Delhi,Cochin,2,12199,18,5,17,15,14,25
2585,Air India,Kolkata,Banglore,2,11542,5,6,9,25,29,40
5244,Air India,Delhi,Cochin,2,13591,27,6,20,15,23,0
6985,Air India,Kolkata,Banglore,2,13616,18,5,9,25,31,55
2219,Multiple carriers,Delhi,Cochin,1,15147,3,3,10,20,15,15
4409,Multiple carriers,Delhi,Cochin,1,15288,3,3,19,0,6,35
7554,IndiGo,Banglore,New Delhi,0,7303,24,3,16,55,2,50
2602,Air India,Delhi,Cochin,1,11038,3,6,6,10,26,5
9177,Jet Airways,Delhi,Cochin,1,5177,4,6,2,15,16,45
3501,Air India,Banglore,New Delhi,2,19372,3,1,8,50,26,20
8123,IndiGo,Kolkata,Banglore,0,4174,4,1,14,25,2,30
6285,IndiGo,Delhi,Cochin,1,6232,21,3,20,30,5,5
5848,Jet Airways,Delhi,Cochin,1,10262,6,9,11,30,25,5
1809,Jet Airways,Delhi,Cochin,1,12373,18,5,17,30,25,30
3954,Jet Airways,Delhi,Cochin,2,13376,6,1,14,35,22,0
8591,Vistara,Kolkata,Banglore,1,9555,18,5,17,0,25,50
7214,IndiGo,Banglore,New Delhi,0,5694,21,3,13,0,2,50
7448,Multiple carriers,Delhi,Cochin,1,9103,21,5,10,35,8,25
9294,Multiple carriers,Delhi,Cochin,1,17493,3,3,13,0,8,0
3220,Jet Airways,Kolkata,Banglore,1,10844,15,5,18,55,25,50
5832,Air India,Kolkata,Banglore,1,4437,4,6,19,0,16,5
6587,Air India,Mumbai,Hyderabad,0,2050,4,3,21,5,1,20
7729,Jet Airways,Kolkata,Banglore,1,14781,21,5,20,0,16,0
5792,Vistara,Banglore,New Delhi,1,18387,3,1,6,40,15,15
4815,Multiple carriers,Delhi,Cochin,1,13377,6,12,16,0,9,30
2722,Jet Airways,Kolkata,Banglore,1,14571,6,9,21,10,21,5
9984,SpiceJet,Delhi,Cochin,1,9748,3,3,6,10,5,10
4535,Jet Airways,Kolkata,Banglore,1,7064,4,1,20,0,26,35
6760,Jet Airways,Delhi,Cochin,1,10262,6,12,14,0,5,0
4440,Jet Airways,Kolkata,Banglore,1,8824,24,3,6,30,9,50
7248,IndiGo,Kolkata,Banglore,0,4804,27,6,21,25,2,40
10041,IndiGo,Mumbai,Hyderabad,0,2754,21,5,19,5,1,30
3552,Jet Airways,Banglore,New Delhi,1,8578,15,3,9,45,4,40
7315,Jet Airways,Delhi,Cochin,1,10262,6,12,22,50,5,35
1186,Jet Airways,Kolkata,Banglore,1,14151,18,5,9,35,24,10
5733,Vistara,Banglore,New Delhi,0,8028,3,3,9,50,2,45
1679,Multiple carriers,Delhi,Cochin,1,7530,6,3,12,50,12,40
60,Air India,Kolkata,Banglore,1,8366,6,6,9,25,12,25
9024,Multiple carriers,Delhi,Cochin,1,8073,15,5,19,0,6,30
2045,Jet Airways,Kolkata,Banglore,1,14231,24,3,16,55,26,45
8882,IndiGo,Mumbai,Hyderabad,0,4049,21,3,9,10,1,25
501,IndiGo,Mumbai,Hyderabad,0,2227,27,3,20,5,1,30
5339,Jet Airways,Banglore,New Delhi,1,11087,18,3,11,40,17,25
6145,Multiple carriers,Delhi,Cochin,1,11667,21,3,8,0,10,50
2897,Air India,Delhi,Cochin,1,8372,24,6,19,0,12,40
1956,Air India,Delhi,Cochin,2,8603,6,6,12,0,7,15
9850,Jet Airways,Kolkata,Banglore,1,14781,15,5,8,25,9,50
4240,Jet Airways,Kolkata,Banglore,1,10844,21,5,18,55,24,55
2374,IndiGo,Delhi,Cochin,1,6171,15,4,5,5,11,5
5096,IndiGo,Kolkata,Banglore,1,6911,6,9,21,0,5,15
4457,IndiGo,Banglore,New Delhi,1,7166,15,3,13,40,4,55
3531,Multiple carriers,Delhi,Cochin,1,11622,6,3,4,55,7,40
1983,Jet Airways,Kolkata,Banglore,1,12692,6,9,17,0,26,10
2749,SpiceJet,Banglore,Delhi,0,4319,6,12,9,30,2,50
2935,Jet Airways,Kolkata,Banglore,1,13941,15,5,8,25,15,10
2885,Air India,Banglore,New Delhi,2,13355,3,3,19,10,15,25
5158,Multiple carriers,Delhi,Cochin,1,9794,15,5,8,45,10,15
1015,Jet Airways,Banglore,Delhi,0,7229,21,4,18,55,3,5
1943,Air India,Banglore,New Delhi,2,14887,3,1,17,0,29,55
456,Jet Airways,Delhi,Cochin,1,5177,4,3,14,0,5,0
3158,IndiGo,Banglore,Delhi,0,4423,21,4,21,15,3,0
8328,Air Asia,Kolkata,Banglore,0,4409,6,3,22,50,2,30
3512,SpiceJet,Kolkata,Banglore,0,3841,5,3,9,0,2,25
1546,Jet Airways,Delhi,Cochin,1,10262,6,6,21,50,21,10
6198,IndiGo,Chennai,Kolkata,0,3597,15,6,19,35,2,20
2325,IndiGo,Delhi,Cochin,1,13790,3,3,2,35,5,55
805,Air India,Banglore,Delhi,0,5228,6,1,21,5,2,50
6835,Air India,Delhi,Cochin,2,13223,27,5,10,55,8,20
2786,Jet Airways,Delhi,Cochin,2,16704,27,5,13,25,15,0
4411,Vistara,Chennai,Kolkata,0,4842,24,3,7,5,2,15
8864,Jet Airways,Kolkata,Banglore,1,14388,5,12,20,0,13,20
4657,IndiGo,Mumbai,Hyderabad,0,4049,6,1,9,15,1,30
9358,Multiple carriers,Delhi,Cochin,1,6093,27,6,7,10,9,0
5767,Air India,Delhi,Cochin,0,6094,18,4,5,10,2,50
9965,Multiple carriers,Delhi,Cochin,1,6513,15,5,7,10,9,0
850,IndiGo,Kolkata,Banglore,0,4804,24,5,9,35,2,45
1839,Jet Airways,Delhi,Cochin,2,16704,24,5,23,5,29,20
9825,Jet Airways,Mumbai,Hyderabad,0,2759,24,3,10,20,1,30
431,Multiple carriers,Delhi,Cochin,1,13727,5,9,10,0,11,0
2620,Multiple carriers,Delhi,Cochin,1,6007,24,6,12,50,8,10
1658,Air India,Banglore,New Delhi,3,12346,3,1,5,50,30,25
4839,Jet Airways,Delhi,Cochin,1,11822,4,9,20,55,15,40
7699,IndiGo,Chennai,Kolkata,0,3597,6,9,13,15,2,20
3120,SpiceJet,Kolkata,Banglore,0,3841,18,5,6,55,2,35
6064,Jet Airways,Delhi,Cochin,2,11093,21,3,10,45,17,40
3361,Jet Airways,Kolkata,Banglore,1,8586,5,1,14,5,18,10
1628,IndiGo,Banglore,Delhi,0,4823,5,6,20,0,2,50
2985,Jet Airways,Mumbai,Hyderabad,0,5678,15,3,15,50,1,30
5076,Air India,Delhi,Cochin,0,6094,21,4,5,10,2,50
6379,GoAir,Banglore,Delhi,0,3898,6,9,7,45,2,55
5334,SpiceJet,Mumbai,Hyderabad,0,2753,18,6,5,45,1,30
5868,Multiple carriers,Delhi,Cochin,1,6795,27,5,11,40,13,50
8964,Air India,Banglore,Delhi,0,6121,15,4,10,0,2,45
1937,Jet Airways,Kolkata,Banglore,1,14781,15,5,14,5,6,40
8224,Jet Airways,Banglore,New Delhi,1,13502,3,6,14,5,10,40
9148,Jet Airways,Banglore,New Delhi,1,19225,3,6,21,25,7,40
7266,Air India,Delhi,Cochin,2,13039,15,5,17,15,14,25
4754,Jet Airways,Delhi,Cochin,1,10262,15,6,20,55,15,40
7632,Jet Airways,Mumbai,Hyderabad,0,5678,3,9,19,40,1,30
8650,IndiGo,Kolkata,Banglore,0,4174,4,6,21,25,2,40
3394,Jet Airways,Delhi,Cochin,2,13014,15,6,5,30,22,55
693,Jet Airways,Kolkata,Banglore,1,13067,5,12,17,0,21,25
1645,SpiceJet,Mumbai,Hyderabad,0,1965,5,9,5,45,1,30
7156,Jet Airways,Kolkata,Banglore,1,8529,6,12,8,25,25,40
4972,Air Asia,Kolkata,Banglore,1,6857,6,6,6,50,3,40
5250,Jet Airways,Kolkata,Banglore,1,10844,15,5,18,55,17,5
2992,Jet Airways,Delhi,Cochin,2,11150,27,6,23,5,13,30
5850,Jet Airways,Kolkata,Banglore,1,13067,21,5,9,35,9,35
7992,Air India,Delhi,Cochin,2,13486,18,5,10,55,8,20
10288,Multiple carriers,Delhi,Cochin,1,17267,3,6,7,5,6,15
6181,SpiceJet,Kolkata,Banglore,0,3841,6,9,17,10,2,30
806,Multiple carriers,Delhi,Cochin,1,9275,18,5,10,0,11,0
4731,Air India,Delhi,Cochin,2,11942,27,6,18,45,24,30
4892,IndiGo,Delhi,Cochin,1,6734,5,9,6,50,15,40
705,Jet Airways,Kolkata,Banglore,1,5608,21,5,10,20,7,15
9445,Multiple carriers,Delhi,Cochin,1,7845,27,3,17,45,7,50
7553,Jet Airways,Kolkata,Banglore,1,12692,6,9,17,0,28,5
2942,SpiceJet,Kolkata,Banglore,0,3873,18,6,17,10,2,30
6483,Vistara,Kolkata,Banglore,1,9870,6,9,17,0,6,25
1029,Jet Airways,Mumbai,Hyderabad,0,2228,15,5,19,35,1,30
9934,IndiGo,Banglore,New Delhi,1,8021,15,3,5,25,4,45
3581,Jet Airways,Kolkata,Banglore,1,10844,5,9,6,30,11,45
4231,IndiGo,Delhi,Cochin,1,6442,6,3,8,35,7,35
1081,IndiGo,Delhi,Cochin,1,6674,6,1,11,55,10,35
2468,SpiceJet,Kolkata,Banglore,0,3847,27,3,17,15,2,30
7757,Air India,Delhi,Cochin,1,7480,21,5,6,5,27,20
4291,Air India,Delhi,Cochin,1,7480,27,6,9,45,23,40
7910,Jet Airways,Kolkata,Banglore,1,14388,21,5,6,30,5,30
4833,Jet Airways,Delhi,Cochin,1,15554,5,9,11,30,7,30
2554,Jet Airways,Delhi,Cochin,1,12898,21,5,20,55,22,5
3262,SpiceJet,Kolkata,Banglore,0,3873,21,6,22,20,2,20
4703,IndiGo,Delhi,Cochin,1,5883,27,6,18,35,6,55
6238,IndiGo,Delhi,Cochin,1,6582,27,6,7,15,5,15
4923,Jet Airways,Delhi,Cochin,1,16289,3,9,6,50,21,35
9269,IndiGo,Delhi,Cochin,1,11600,3,3,11,55,10,25
6669,Air India,Banglore,New Delhi,1,9166,15,3,13,50,8,20
7705,SpiceJet,Kolkata,Banglore,0,3841,21,6,22,20,2,20
388,IndiGo,Kolkata,Banglore,0,4804,18,5,22,15,2,35
9921,Jet Airways,Kolkata,Banglore,1,13731,24,5,20,0,12,15
8199,Air India,Mumbai,Hyderabad,2,17926,3,6,11,35,31,50
8284,Multiple carriers,Delhi,Cochin,1,7354,6,6,11,25,7,50
3414,Vistara,Kolkata,Banglore,1,8610,5,6,20,20,24,0
10232,Air India,Delhi,Cochin,1,7532,21,3,9,45,23,40
7279,Vistara,Mumbai,Hyderabad,1,12395,3,6,14,40,18,45
4564,Jet Airways,Delhi,Cochin,1,10262,6,12,2,15,10,20
3513,Jet Airways,Delhi,Cochin,0,7202,27,6,11,0,3,15
5551,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,13,30
3129,Jet Airways,Mumbai,Hyderabad,0,8040,5,3,10,20,1,30
9729,Multiple carriers,Delhi,Cochin,1,11622,27,6,9,15,9,45
7301,IndiGo,Delhi,Cochin,1,5636,21,4,2,0,5,25
8299,Jet Airways,Banglore,New Delhi,1,26890,3,1,22,50,6,15
2401,GoAir,Banglore,Delhi,0,3398,15,5,11,40,2,50
3056,Jet Airways,Delhi,Cochin,1,12373,18,5,10,0,18,25
2991,Jet Airways,Banglore,New Delhi,1,7832,21,3,11,40,9,40
5936,IndiGo,Banglore,New Delhi,0,8033,24,3,18,25,2,55
9822,IndiGo,Delhi,Cochin,1,7144,18,5,7,35,14,55
9626,Jet Airways,Kolkata,Banglore,1,10703,15,5,9,35,11,30
2009,Jet Airways,Delhi,Cochin,1,11848,3,9,19,45,8,40
5457,Multiple carriers,Delhi,Cochin,1,7888,21,5,19,0,6,30
6827,Jet Airways,Delhi,Cochin,1,14714,6,1,15,0,28,0
3521,Jet Airways,Delhi,Cochin,1,10262,27,6,7,5,5,30
3181,SpiceJet,Delhi,Cochin,1,7317,21,5,15,45,6,20
9473,Jet Airways,Banglore,Delhi,0,7229,6,9,17,45,3,0
10012,Multiple carriers,Delhi,Cochin,1,10406,6,1,7,5,13,55
6533,IndiGo,Banglore,Delhi,0,4077,5,6,23,30,2,50
7132,IndiGo,Banglore,New Delhi,0,6144,3,3,21,20,2,55
4894,Air India,Banglore,Delhi,0,5228,24,5,21,5,2,50
2095,Jet Airways,Kolkata,Banglore,1,8355,21,5,10,20,7,15
6095,SpiceJet,Kolkata,Banglore,0,3873,6,12,9,0,2,25
927,IndiGo,Banglore,Delhi,0,3943,6,1,21,15,3,0
6656,Jet Airways,Kolkata,Banglore,1,14571,6,6,20,0,12,15
7897,Jet Airways,Kolkata,Banglore,1,14151,6,6,20,25,27,10
7805,Jet Airways,Kolkata,Banglore,1,14388,5,12,16,30,16,50
1655,GoAir,Delhi,Cochin,1,6841,27,5,7,25,6,10
7780,Jet Airways,Banglore,New Delhi,1,6992,21,3,11,40,11,20
4499,Jet Airways,Kolkata,Banglore,1,10844,5,12,16,30,27,20
1911,Jet Airways,Kolkata,Banglore,1,9663,6,9,6,30,22,10
6996,Jet Airways,Kolkata,Banglore,1,13067,18,5,17,0,21,25
9705,Jet Airways,Banglore,New Delhi,1,11087,3,9,8,55,26,30
2428,SpiceJet,Mumbai,Hyderabad,0,2647,21,6,5,45,1,30
1102,Multiple carriers,Delhi,Cochin,1,8099,6,3,9,15,10,0
10341,IndiGo,Delhi,Cochin,1,6628,6,3,16,0,9,30
1008,SpiceJet,Delhi,Cochin,1,4812,27,6,8,45,4,30
9823,Jet Airways,Kolkata,Banglore,1,14571,6,6,6,30,9,50
4654,Jet Airways,Kolkata,Banglore,1,12692,6,12,9,35,25,20
8069,Multiple carriers,Delhi,Cochin,1,7005,15,6,12,50,8,10
10296,Jet Airways,Banglore,Delhi,0,7229,21,4,6,0,2,45
7746,Air India,Kolkata,Banglore,2,11516,4,1,5,50,17,25
2440,Air India,Banglore,Delhi,0,6961,6,6,6,10,2,45
3212,Jet Airways,Banglore,New Delhi,1,19225,3,6,5,45,5,40
5252,Jet Airways,Kolkata,Banglore,1,13067,21,5,9,35,24,10
5775,Jet Airways,Delhi,Cochin,1,17234,3,3,18,15,24,35
1145,SpiceJet,Chennai,Kolkata,0,3597,27,5,17,45,2,20
3370,Jet Airways,Delhi,Cochin,1,5963,27,3,9,55,8,55
234,IndiGo,Delhi,Cochin,1,6349,5,1,21,50,5,45
2176,Air India,Delhi,Cochin,2,14431,5,9,6,50,24,50
9593,Air India,Kolkata,Banglore,2,14214,5,9,14,30,18,25
6438,Multiple carriers,Delhi,Cochin,1,7670,5,9,10,20,10,40
118,Vistara,Banglore,Delhi,0,4668,6,12,7,0,2,40
6688,Air Asia,Kolkata,Banglore,0,4082,21,3,10,20,2,35
2783,Jet Airways,Kolkata,Banglore,1,13067,5,12,20,25,18,0
79,SpiceJet,Chennai,Kolkata,0,3332,21,3,8,20,2,15
3667,IndiGo,Chennai,Kolkata,0,3850,6,3,7,55,2,20
9955,IndiGo,Delhi,Cochin,1,6758,18,5,4,55,16,5
8671,Air India,Delhi,Cochin,2,8603,6,12,12,0,19,40
1688,IndiGo,Kolkata,Banglore,1,5069,6,9,8,10,4,50
7952,IndiGo,Chennai,Kolkata,0,5277,5,6,22,5,2,20
9963,IndiGo,Kolkata,Banglore,0,5644,6,3,14,25,2,30
7418,Jet Airways,Banglore,Delhi,0,6144,5,3,19,50,3,0
7844,Air India,Delhi,Cochin,2,15428,3,3,5,55,25,45
8644,Vistara,Kolkata,Banglore,1,9922,5,12,17,0,17,45
4370,Jet Airways,Delhi,Cochin,2,15318,5,9,20,0,8,25
7455,SpiceJet,Kolkata,Banglore,0,3841,18,6,9,0,2,25
2752,IndiGo,Delhi,Cochin,0,6015,18,4,14,20,3,15
1266,Multiple carriers,Delhi,Cochin,1,9718,6,3,10,0,11,0
8899,SpiceJet,Kolkata,Banglore,0,4174,18,5,17,10,2,30
6683,SpiceJet,Banglore,Delhi,0,3573,6,1,21,10,2,55
9218,Air India,Kolkata,Banglore,2,10991,5,9,5,50,14,35
3514,Vistara,Kolkata,Banglore,1,9187,6,9,17,0,5,55
6620,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,12,40
6637,Air India,Delhi,Cochin,1,6681,27,3,6,10,26,5
3860,Jet Airways,Banglore,New Delhi,1,11087,18,3,16,55,12,10
3081,Multiple carriers,Delhi,Cochin,1,10877,6,12,7,30,11,30
4801,SpiceJet,Banglore,Delhi,0,3573,21,5,21,10,2,55
9770,Air India,Chennai,Kolkata,0,4667,6,9,11,40,2,15
5624,Jet Airways,Mumbai,Hyderabad,0,5678,6,9,19,35,1,30
3327,IndiGo,Banglore,Delhi,0,4423,15,4,6,5,2,45
1453,Jet Airways,Kolkata,Banglore,1,13941,18,5,5,45,22,55
1736,Jet Airways,Delhi,Cochin,1,11627,6,6,13,0,23,35
6268,SpiceJet,Kolkata,Banglore,1,6853,6,9,8,35,8,40
6644,IndiGo,Delhi,Cochin,1,6416,6,9,11,25,9,35
8148,IndiGo,Delhi,Cochin,1,5684,27,6,10,35,14,55
4557,Jet Airways,Delhi,Cochin,1,12898,21,5,2,15,26,10
2775,Vistara,Banglore,Delhi,0,4878,27,5,19,30,2,45
7691,Vistara,Kolkata,Banglore,1,9187,21,5,17,0,17,45
4653,IndiGo,Delhi,Cochin,1,7048,27,3,4,45,8,35
3196,SpiceJet,Kolkata,Banglore,1,6013,4,1,8,35,8,40
576,Air India,Delhi,Cochin,2,15481,6,1,6,50,24,50
5629,IndiGo,Delhi,Cochin,1,6314,6,9,10,35,10,25
6864,SpiceJet,Kolkata,Banglore,0,3873,27,5,17,10,2,30
7507,GoAir,Banglore,New Delhi,0,8722,15,3,20,55,2,55
5917,Jet Airways,Kolkata,Banglore,1,10844,21,5,20,0,13,20
283,Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,17,5
1899,GoAir,Delhi,Cochin,1,6393,6,1,7,25,6,10
5533,IndiGo,Delhi,Cochin,1,5054,24,6,20,25,5,5
7037,Jet Airways,Banglore,Delhi,0,4544,4,9,17,45,3,0
7031,Vistara,Banglore,New Delhi,0,6138,15,3,7,0,2,40
1245,Jet Airways,Delhi,Cochin,1,12898,21,5,21,50,6,35
2768,Jet Airways,Delhi,Cochin,1,15029,3,9,21,50,6,35
9604,Jet Airways,Banglore,Delhi,0,8016,6,9,11,10,2,55
5837,IndiGo,Mumbai,Hyderabad,0,7417,3,9,9,10,1,25
5689,Jet Airways,Banglore,Delhi,0,5198,18,5,7,10,3,0
7036,Air India,Banglore,Delhi,0,6121,5,1,13,20,2,50
1420,SpiceJet,Banglore,Delhi,0,4319,15,4,5,55,2,40
5960,IndiGo,Delhi,Cochin,1,6818,18,5,5,5,11,5
4649,Jet Airways,Delhi,Cochin,1,14714,6,3,19,15,23,45
3608,IndiGo,Mumbai,Hyderabad,0,4049,24,6,9,10,1,30
3342,IndiGo,Delhi,Cochin,1,6171,3,9,4,55,7,5
9949,Multiple carriers,Delhi,Cochin,1,7408,6,6,13,0,8,0
842,Air India,Mumbai,Hyderabad,0,3625,24,5,19,30,1,15
9988,Jet Airways,Banglore,Delhi,0,7229,21,5,15,50,2,55
3202,GoAir,Kolkata,Banglore,1,10198,24,3,16,25,7,40
3239,Jet Airways,Delhi,Cochin,1,14714,6,9,21,50,21,10
9389,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,14,20
5531,IndiGo,Delhi,Cochin,1,5636,15,5,7,15,5,15
3854,Multiple carriers,Delhi,Cochin,1,14153,3,3,13,5,9,15
91,Multiple carriers,Delhi,Cochin,1,17057,3,6,2,15,11,5
3936,Air India,Kolkata,Banglore,2,15107,21,5,14,30,22,0
1323,Jet Airways,Mumbai,Hyderabad,0,5678,21,3,15,50,1,30
8987,Jet Airways,Delhi,Cochin,2,15129,5,6,19,10,23,50
6075,IndiGo,Delhi,Cochin,1,5298,24,6,6,50,5,20
4099,Air India,Banglore,New Delhi,1,11707,3,12,11,50,8,0
3806,Multiple carriers,Delhi,Cochin,1,15078,5,9,10,0,15,30
2926,SpiceJet,Banglore,Delhi,0,4423,21,4,5,55,2,40
3407,Air India,Banglore,New Delhi,2,11602,3,12,7,30,27,35
7274,Jet Airways,Delhi,Cochin,1,15554,3,9,19,45,8,40
5014,Multiple carriers,Delhi,Cochin,1,9385,18,5,13,0,8,0
416,Jet Airways,Kolkata,Banglore,1,14388,5,12,21,10,12,10
10158,IndiGo,Banglore,Delhi,0,4823,6,1,18,55,2,55
3602,Jet Airways,Delhi,Cochin,1,10262,6,1,21,50,6,35
7491,Multiple carriers,Delhi,Cochin,2,34503,3,3,15,5,10,30
3529,Air Asia,Kolkata,Banglore,0,3807,24,6,22,50,2,30
2543,Air India,Kolkata,Banglore,2,14120,5,6,16,45,19,15
10098,Multiple carriers,Delhi,Cochin,2,18191,5,9,15,5,10,25
4530,IndiGo,Banglore,Delhi,0,4823,4,6,16,55,3,0
1021,Jet Airways,Banglore,Delhi,0,6144,5,12,8,20,3,0
8945,Jet Airways,Kolkata,Banglore,1,8529,6,12,16,30,17,35
3702,Multiple carriers,Delhi,Cochin,1,8073,5,9,9,0,12,0
3279,Jet Airways,Delhi,Cochin,2,12819,27,6,23,5,29,20
5694,Multiple carriers,Delhi,Cochin,1,7408,27,6,10,0,11,0
5935,Multiple carriers,Delhi,Cochin,1,6093,15,6,7,10,15,20
6253,Multiple carriers,Delhi,Cochin,1,8266,27,6,8,45,10,30
3243,Jet Airways,Kolkata,Banglore,1,14571,6,6,20,0,16,0
3772,IndiGo,Mumbai,Hyderabad,0,4049,24,6,6,25,1,30
3128,IndiGo,Delhi,Cochin,1,6818,21,5,5,5,7,5
6411,IndiGo,Mumbai,Hyderabad,0,2227,18,6,20,5,1,35
489,Air India,Banglore,New Delhi,2,10846,18,3,11,5,11,5
8972,Jet Airways,Delhi,Cochin,1,5406,27,3,17,30,26,15
342,Jet Airways,Kolkata,Banglore,1,10953,5,9,9,35,25,20
5821,Multiple carriers,Delhi,Cochin,1,7408,6,6,7,0,14,0
2792,IndiGo,Chennai,Kolkata,0,3850,5,3,5,15,2,25
6041,Jet Airways,Delhi,Cochin,1,10262,24,6,15,0,21,35
4813,Air India,Kolkata,Banglore,2,12125,4,1,9,50,13,25
