,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
2154,'Air India','Kolkata','Banglore',2,10151,6,9,12,0,23,10
2155,'Air India','Delhi','Cochin',3,10703,18,5,5,15,38,0
2156,'Jet Airways','Kolkata','Banglore',1,10844,6,9,8,25,9,50
2157,'IndiGo','Delhi','Cochin',1,7205,3,6,16,10,6,10
2158,'Jet Airways','Banglore','New Delhi',1,12284,18,3,8,55,9,30
2159,'Jet Airways','Kolkata','Banglore',1,13994,6,9,9,35,12,30
2160,'IndiGo','Delhi','Cochin',0,6015,15,4,14,25,3,15
2161,'IndiGo','Kolkata','Banglore',1,4226,4,3,6,15,4,15
2162,'Jet Airways','Delhi','Cochin',2,9483,21,3,19,10,23,40
2163,'Jet Airways','Banglore','Delhi',0,5198,15,5,7,10,3,0
2164,'Jet Airways','Delhi','Cochin',2,10368,27,6,5,30,13,30
2165,'Vistara','Chennai','Kolkata',0,11982,6,3,17,45,2,20
2166,'Air India','Banglore','New Delhi',1,8032,15,3,11,50,25,10
2167,'Air India','Kolkata','Banglore',0,5510,15,5,14,15,2,30
2168,'IndiGo','Delhi','Cochin',1,8177,5,9,23,30,5,5
2169,'Air Asia','Delhi','Cochin',1,11410,6,1,16,45,5,40
2170,'GoAir','Delhi','Cochin',1,9385,21,3,7,0,5,50
2171,'Jet Airways','Delhi','Cochin',1,10262,6,6,10,0,9,0
2172,'SpiceJet','Kolkata','Banglore',0,3873,18,6,9,0,2,25
2173,'Multiple carriers','Delhi','Cochin',1,11999,21,3,11,40,7,10
2174,'Jet Airways','Delhi','Cochin',2,14300,27,6,18,20,18,15
2175,'SpiceJet','Mumbai','Hyderabad',0,2175,5,12,13,15,1,30
2176,'Air India','Delhi','Cochin',2,14431,5,9,6,50,24,50
2177,'Jet Airways','Banglore','Delhi',0,7229,21,5,6,0,2,45
2178,'IndiGo','Kolkata','Banglore',1,3809,24,5,19,20,4,25
2179,'Multiple carriers','Delhi','Cochin',1,7354,24,6,7,30,11,45
2180,'Multiple carriers','Delhi','Cochin',1,12537,27,3,8,0,7,30
2181,'Air India','Delhi','Cochin',1,9719,27,5,13,0,6,15
2182,'Jet Airways','Mumbai','Hyderabad',0,8040,24,5,10,20,1,30
2183,'Jet Airways','Mumbai','Hyderabad',0,4995,24,5,7,5,1,25
2184,'IndiGo','Banglore','Delhi',0,4591,4,6,23,30,2,50
2185,'Air India','Kolkata','Banglore',1,7662,6,6,16,45,28,20
2186,'IndiGo','Chennai','Kolkata',0,3850,24,6,7,55,2,20
2187,'IndiGo','Delhi','Cochin',1,6442,6,3,8,35,13,55
2188,'IndiGo','Delhi','Cochin',1,11378,6,3,23,30,5,5
2189,'Multiple carriers','Delhi','Cochin',1,13377,27,6,15,0,10,30
2190,'Jet Airways','Kolkata','Banglore',1,10844,21,5,8,25,12,20
2191,'Jet Airways','Mumbai','Hyderabad',0,4995,5,9,7,5,1,25
2192,'Air India','Delhi','Cochin',2,6057,27,3,17,15,16,10
2193,'Air India','Banglore','Delhi',0,5176,4,6,10,0,2,45
2194,'Jet Airways','Delhi','Cochin',2,13014,6,9,9,40,18,45
2195,'IndiGo','Banglore','New Delhi',1,7917,3,1,16,15,4,20
2196,'SpiceJet','Delhi','Cochin',1,5583,6,9,6,5,5,15
2197,'Jet Airways','Banglore','Delhi',0,7229,4,9,6,0,2,45
2198,'IndiGo','Delhi','Cochin',1,7191,18,5,16,0,9,30
2199,'Jet Airways','Mumbai','Hyderabad',0,3210,6,12,19,35,1,30
2200,'IndiGo','Delhi','Cochin',1,14871,3,6,15,0,10,35
2201,'Multiple carriers','Delhi','Cochin',1,8099,15,5,8,30,10,45
2202,'Air India','Kolkata','Banglore',1,8366,21,5,9,25,9,5
2203,'IndiGo','Chennai','Kolkata',0,6297,3,9,22,5,2,20
2204,'Multiple carriers','Delhi','Cochin',1,18286,3,3,13,0,8,0
2205,'Jet Airways','Delhi','Cochin',1,17024,3,6,23,5,20,40
2206,'Jet Airways','Banglore','Delhi',0,6144,24,4,7,10,3,0
2207,'Multiple carriers','Delhi','Cochin',1,13941,3,9,6,0,13,45
2208,'Jet Airways','Banglore','Delhi',0,3702,5,9,18,55,3,5
2209,'SpiceJet','Delhi','Cochin',1,5583,15,5,6,5,5,15
2210,'Air India','Mumbai','Hyderabad',1,10208,3,12,19,40,13,30
2211,'Jet Airways','Kolkata','Banglore',1,12384,5,6,9,35,8,25
2212,'Air India','Kolkata','Banglore',2,17049,5,6,10,0,19,25
2213,'IndiGo','Delhi','Cochin',1,7006,24,5,7,30,13,30
2214,'Air India','Kolkata','Banglore',2,12723,6,12,5,50,14,35
2215,'Jet Airways','Delhi','Cochin',1,10577,6,12,8,0,20,25
2216,'Jet Airways','Banglore','New Delhi',1,16736,3,6,7,0,12,10
2217,'Jet Airways','Delhi','Cochin',1,10262,24,6,13,0,15,25
2218,'Multiple carriers','Delhi','Cochin',1,7155,24,6,11,25,7,50
2219,'Multiple carriers','Delhi','Cochin',1,15147,3,3,10,20,15,15
2220,'IndiGo','Banglore','Delhi',0,4823,6,12,7,10,2,55
2221,'Air India','Banglore','New Delhi',1,8714,15,3,9,30,6,50
2222,'Jet Airways','Kolkata','Banglore',1,10953,5,6,9,35,24,10
2223,'Air India','Kolkata','Banglore',1,10203,6,12,20,30,23,55
2224,'Jet Airways','Delhi','Cochin',1,12373,18,5,13,0,23,35
2225,'Jet Airways','Kolkata','Banglore',1,14151,5,12,9,35,14,0
2226,'Jet Airways','Kolkata','Banglore',1,12121,24,5,9,35,28,50
2227,'Vistara','Delhi','Cochin',0,5586,4,9,6,0,3,10
2228,'Jet Airways','Kolkata','Banglore',1,10844,18,5,8,25,27,35
2229,'Jet Airways','Kolkata','Banglore',1,8586,21,5,21,10,7,30
2230,'SpiceJet','Delhi','Cochin',1,5409,6,6,17,55,4,55
2231,'Multiple carriers','Delhi','Cochin',2,7178,21,3,9,45,11,35
2232,'Multiple carriers','Delhi','Cochin',1,5797,24,6,10,20,15,10
2233,'Jet Airways','Kolkata','Banglore',1,13759,24,3,19,45,23,55
2234,'Air India','Kolkata','Banglore',2,13873,24,5,7,0,18,20
2235,'Jet Airways','Delhi','Cochin',1,16079,21,5,20,55,22,5
2236,'SpiceJet','Mumbai','Hyderabad',0,2017,27,6,13,15,1,30
2237,'Jet Airways','Kolkata','Banglore',1,10844,18,5,20,0,22,15
2238,'SpiceJet','Banglore','Delhi',0,3573,24,4,21,10,2,55
2239,'Jet Airways','Kolkata','Banglore',1,8066,5,6,9,35,24,10
2240,'Jet Airways','Delhi','Cochin',1,14053,3,9,20,50,22,0
2241,'Jet Airways','Banglore','New Delhi',1,12284,18,3,8,0,7,15
2242,'SpiceJet','Delhi','Cochin',1,5351,4,9,6,5,5,15
2243,'Jet Airways','Kolkata','Banglore',1,7064,4,1,16,30,23,50
2244,'IndiGo','Delhi','Cochin',1,10394,3,3,2,5,5,20
2245,'Jet Airways','Kolkata','Banglore',1,9663,15,5,18,55,14,25
2246,'Multiple carriers','Delhi','Cochin',1,13727,18,5,17,30,8,0
2247,'Jet Airways','Delhi','Cochin',1,10262,6,12,19,15,17,20
2248,'IndiGo','Banglore','Delhi',0,4823,4,9,7,10,2,55
2249,'Air Asia','Banglore','New Delhi',0,7074,3,3,5,50,2,50
2250,'Multiple carriers','Delhi','Cochin',1,17267,3,6,7,5,13,55
2251,'Multiple carriers','Delhi','Cochin',1,14067,21,5,15,0,10,30
2252,'IndiGo','Banglore','Delhi',0,4823,5,1,8,30,2,50
2253,'IndiGo','Banglore','Delhi',0,4823,27,4,20,0,2,50
2254,'Air Asia','Banglore','Delhi',0,4483,5,12,23,55,2,50
2255,'Air India','Kolkata','Banglore',2,14960,6,6,9,50,13,25
2256,'Air India','Banglore','Delhi',0,7171,6,1,17,0,2,45
2257,'Air India','Kolkata','Banglore',1,12173,24,3,20,30,12,25
2258,'Air India','Banglore','New Delhi',1,11392,3,3,0,30,8,15
2259,'Air India','Kolkata','Banglore',2,16057,15,5,10,0,27,45
2260,'Jet Airways','Kolkata','Banglore',1,14151,6,9,17,0,17,55
2261,'Jet Airways','Banglore','Delhi',0,4030,21,5,11,10,2,55
2262,'IndiGo','Kolkata','Banglore',1,4226,5,6,19,35,3,40
2263,'Air India','Delhi','Cochin',1,11050,3,9,4,0,15,15
2264,'Air India','Banglore','Delhi',0,6961,21,5,10,0,2,45
2265,'Jet Airways','Kolkata','Banglore',1,14231,24,3,21,10,12,5
2266,'Jet Airways','Delhi','Cochin',2,10919,27,6,14,35,22,0
2267,'Air India','Delhi','Cochin',2,10913,27,3,7,0,12,15
2268,'IndiGo','Chennai','Kolkata',0,5277,27,6,22,5,2,20
2269,'Multiple carriers','Delhi','Cochin',1,7485,21,5,10,20,10,40
2270,'Jet Airways','Kolkata','Banglore',1,14231,24,3,16,55,23,25
2271,'GoAir','Delhi','Cochin',1,4201,4,6,7,25,6,10
2272,'Air India','Delhi','Cochin',0,7931,3,6,14,10,3,0
2273,'Multiple carriers','Delhi','Cochin',1,6513,15,5,14,55,7,35
2274,'Jet Airways','Delhi','Cochin',1,14714,6,6,15,0,28,0
2275,'IndiGo','Kolkata','Banglore',1,6218,5,9,18,5,5,25
2276,'Air India','Delhi','Cochin',2,8603,27,6,12,0,7,15
2277,'IndiGo','Delhi','Cochin',1,7318,21,5,8,30,12,30
2278,'Multiple carriers','Delhi','Cochin',1,13504,15,6,10,0,9,0
2279,'Multiple carriers','Delhi','Cochin',1,9646,15,5,7,5,15,25
2280,'IndiGo','Kolkata','Banglore',0,5224,27,5,11,30,2,35
2281,'Jet Airways','Kolkata','Banglore',1,12692,6,12,9,35,8,25
2282,'Jet Airways','Kolkata','Banglore',1,9689,6,6,10,20,7,15
2283,'Air India','Kolkata','Banglore',2,13033,5,9,10,0,15,20
2284,'Jet Airways','Kolkata','Banglore',1,13626,6,12,6,30,9,50
2285,'IndiGo','Mumbai','Hyderabad',0,2754,18,5,19,5,1,30
2286,'Jet Airways','Kolkata','Banglore',1,12121,5,9,17,0,16,45
2287,'IndiGo','Banglore','Delhi',0,3419,24,4,1,30,2,45
2288,'Air India','Kolkata','Banglore',2,13033,21,5,10,0,15,20
2289,'IndiGo','Kolkata','Banglore',0,4174,4,6,4,40,2,35
2290,'Air Asia','Delhi','Cochin',1,6152,27,6,7,55,14,30
2291,'Air India','Delhi','Cochin',0,5201,27,6,5,10,2,50
2292,'Jet Airways','Banglore','New Delhi',1,9134,15,3,7,0,9,10
2293,'Air India','Kolkata','Banglore',2,13243,18,5,7,0,18,20
2294,'Jet Airways','Delhi','Cochin',2,15129,27,5,5,30,22,55
2295,'Jet Airways','Mumbai','Hyderabad',0,2759,5,9,19,35,1,30
2296,'IndiGo','Banglore','Delhi',0,4423,15,5,6,5,2,45
2297,'Vistara','Kolkata','Banglore',1,9187,18,5,7,10,15,30
2298,'Multiple carriers','Delhi','Cochin',1,7740,18,5,7,10,15,20
2299,'Jet Airways','Banglore','Delhi',0,6144,24,5,19,50,3,0
2300,'Multiple carriers','Delhi','Cochin',1,10877,6,9,4,55,7,40
2301,'IndiGo','Delhi','Cochin',1,6442,15,6,11,55,10,35
2302,'IndiGo','Delhi','Cochin',1,7048,27,3,4,45,10,45
2303,'Multiple carriers','Delhi','Cochin',1,5797,27,6,15,15,10,15
2304,'Air India','Banglore','New Delhi',2,10573,3,3,6,45,17,10
2305,'IndiGo','Delhi','Cochin',1,7503,15,5,8,30,12,30
2306,'IndiGo','Delhi','Cochin',1,6104,6,12,17,30,8,0
2307,'Jet Airways','Kolkata','Banglore',1,9663,5,9,21,10,11,5
2308,'Jet Airways','Banglore','Delhi',0,5769,6,3,11,10,2,55
2309,'Air India','Mumbai','Hyderabad',0,3100,15,6,13,55,1,30
2310,'Jet Airways','Delhi','Cochin',1,12373,18,5,17,30,10,55
2311,'SpiceJet','Kolkata','Banglore',0,3815,15,3,9,0,2,30
2312,'Jet Airways','Delhi','Cochin',2,14300,15,6,12,15,24,20
2313,'IndiGo','Banglore','Delhi',0,4823,6,1,7,10,2,55
2314,'IndiGo','Mumbai','Hyderabad',0,2754,18,6,19,5,1,30
2315,'Multiple carriers','Delhi','Cochin',1,9736,6,3,6,0,13,15
2316,'Jet Airways','Banglore','New Delhi',1,7280,21,3,9,45,4,40
2317,'Multiple carriers','Delhi','Cochin',1,7408,6,9,8,0,13,0
2318,'Jet Airways','Kolkata','Banglore',1,13044,6,12,20,0,16,0
2319,'Air India','Kolkata','Banglore',2,12723,24,5,5,50,17,25
2320,'Jet Airways','Kolkata','Banglore',1,8586,5,6,16,30,12,10
2321,'IndiGo','Delhi','Cochin',1,6316,6,12,16,0,9,30
2322,'Jet Airways','Delhi','Cochin',1,15554,5,9,9,0,10,0
2323,'SpiceJet','Mumbai','Hyderabad',0,2385,15,3,13,10,1,20
2324,'Multiple carriers','Delhi','Cochin',1,13587,6,9,13,0,8,0
2325,'IndiGo','Delhi','Cochin',1,13790,3,3,2,35,5,55
2326,'Air India','Delhi','Cochin',2,10975,15,5,9,45,23,40
2327,'Jet Airways','Kolkata','Banglore',1,14388,21,5,8,25,24,55
2328,'Multiple carriers','Delhi','Cochin',1,7198,6,6,18,0,7,30
2329,'Jet Airways','Delhi','Cochin',2,13029,5,9,9,40,26,55
2330,'Multiple carriers','Delhi','Cochin',1,12717,27,5,7,5,12,10
2331,'IndiGo','Delhi','Cochin',1,14871,3,3,6,40,6,40
2332,'Jet Airways','Kolkata','Banglore',2,10118,6,6,6,30,14,20
2333,'Jet Airways','Delhi','Cochin',1,10262,6,6,22,50,5,35
2334,'Jet Airways','Mumbai','Hyderabad',0,2071,24,3,2,55,1,30
2335,'Air India','Banglore','Delhi',0,5228,27,4,21,5,2,50
2336,'Jet Airways','Banglore','New Delhi',1,7832,21,3,16,55,18,30
2337,'Multiple carriers','Delhi','Cochin',1,7005,6,6,11,40,9,20
2338,'Jet Airways','Delhi','Cochin',2,14237,6,9,18,25,18,10
2339,'SpiceJet','Banglore','Delhi',0,3971,4,6,21,10,2,55
2340,'IndiGo','Banglore','Delhi',0,3943,21,6,22,10,2,50
2341,'IndiGo','Delhi','Cochin',1,8574,27,3,6,40,8,50
2342,'Air India','Delhi','Cochin',2,12646,15,6,5,55,13,20
2343,'Jet Airways','Delhi','Cochin',2,13082,21,3,13,0,29,50
2344,'Jet Airways','Kolkata','Banglore',1,13941,21,5,8,25,23,50
2345,'GoAir','Delhi','Cochin',1,5135,4,6,7,0,5,55
2346,'Air India','Kolkata','Banglore',1,11096,21,5,10,0,10,25
2347,'Jet Airways','Banglore','New Delhi',1,13555,18,3,22,50,10,40
2348,'Vistara','Banglore','Delhi',0,5403,4,12,9,45,2,50
2349,'Jet Airways','Delhi','Cochin',2,15812,24,6,11,40,7,20
2350,'Jet Airways','Kolkata','Banglore',1,14781,21,5,20,0,12,15
2351,'Air India','Delhi','Cochin',1,8907,6,6,13,30,9,30
2352,'Air India','Kolkata','Banglore',0,4145,5,3,20,45,2,35
2353,'Jet Airways','Kolkata','Banglore',1,14151,6,9,20,25,13,20
2354,'Multiple carriers','Delhi','Cochin',1,7845,27,3,6,0,9,30
2355,'Multiple carriers','Delhi','Cochin',1,8099,15,5,9,15,10,0
2356,'Multiple carriers','Delhi','Cochin',1,13377,27,5,15,0,10,30
2357,'Air India','Banglore','New Delhi',2,12734,3,12,6,50,28,30
2358,'Jet Airways','Delhi','Cochin',1,10262,6,3,22,50,5,35
2359,'Jet Airways','Banglore','Delhi',0,7229,15,5,18,55,3,5
2360,'Vistara','Mumbai','Hyderabad',1,12395,3,6,8,45,24,40
2361,'Jet Airways','Kolkata','Banglore',1,11134,24,3,19,45,13,30
2362,'Jet Airways','Delhi','Cochin',1,6540,21,3,13,0,5,50
2363,'Multiple carriers','Delhi','Cochin',1,7354,6,6,6,40,12,35
2364,'Air India','Delhi','Cochin',2,9548,24,6,12,0,19,40
2365,'Vistara','Kolkata','Banglore',1,9187,5,1,7,10,27,35
2366,'IndiGo','Delhi','Cochin',1,5054,5,9,7,35,4,35
2367,'Air India','Kolkata','Banglore',1,10413,6,9,10,0,10,25
2368,'IndiGo','Kolkata','Banglore',0,4804,27,5,21,25,2,40
2369,'IndiGo','Mumbai','Hyderabad',0,4049,15,6,6,25,1,30
2370,'Multiple carriers','Delhi','Cochin',1,6795,27,6,19,0,6,30
2371,'Air India','Kolkata','Banglore',0,4435,21,3,20,45,2,35
2372,'Jet Airways','Kolkata','Banglore',1,6224,6,12,16,30,12,10
2373,'IndiGo','Kolkata','Banglore',0,4804,6,12,20,20,2,35
2374,'IndiGo','Delhi','Cochin',1,6171,15,4,5,5,11,5
2375,'IndiGo','Delhi','Cochin',1,6093,6,3,11,25,9,35
2376,'IndiGo','Kolkata','Banglore',0,4174,4,12,17,15,2,35
2377,'IndiGo','Mumbai','Hyderabad',0,3342,5,6,2,35,1,30
2378,'Multiple carriers','Delhi','Cochin',1,13587,6,3,10,0,11,0
2379,'Jet Airways','Delhi','Cochin',1,16079,21,5,21,50,6,35
2380,'IndiGo','Delhi','Cochin',0,6015,18,4,5,35,3,15
2381,'Jet Airways','Kolkata','Banglore',1,13067,24,5,17,0,26,10
2382,'Multiple carriers','Delhi','Cochin',1,9103,15,5,4,55,7,40
2383,'Jet Airways','Kolkata','Banglore',1,14151,24,5,20,25,27,10
2384,'Jet Airways','Delhi','Cochin',2,11538,27,3,6,20,12,30
2385,'IndiGo','Delhi','Cochin',2,8146,3,9,8,35,12,45
2386,'Air India','Kolkata','Banglore',1,6117,5,6,19,0,9,40
2387,'Jet Airways','Delhi','Cochin',1,17024,3,3,2,15,26,10
2388,'Jet Airways','Kolkata','Banglore',1,12692,6,9,20,25,24,40
2389,'Vistara','Kolkata','Banglore',1,8610,6,12,7,10,13,10
2390,'Multiple carriers','Delhi','Cochin',1,6723,24,6,7,10,15,20
2391,'Vistara','Banglore','Delhi',0,4878,5,12,17,0,2,35
2392,'Jet Airways','Banglore','New Delhi',1,16736,3,6,20,35,11,5
2393,'Jet Airways','Kolkata','Banglore',1,11134,24,3,13,55,19,20
2394,'IndiGo','Banglore','Delhi',0,3943,5,3,4,0,2,50
2395,'Multiple carriers','Delhi','Cochin',1,13587,6,12,9,0,12,0
2396,'Jet Airways','Delhi','Cochin',2,16914,3,6,5,25,23,0
2397,'SpiceJet','Mumbai','Hyderabad',0,1965,18,5,22,45,1,30
2398,'Multiple carriers','Delhi','Cochin',1,8073,5,9,13,0,8,0
2399,'IndiGo','Banglore','Delhi',0,3943,6,3,13,0,2,50
2400,'IndiGo','Kolkata','Banglore',1,5170,5,12,15,15,4,50
2401,'GoAir','Banglore','Delhi',0,3398,15,5,11,40,2,50
2402,'Air Asia','Kolkata','Banglore',0,4409,18,4,10,20,2,35
2403,'Jet Airways','Banglore','Delhi',0,8541,21,6,17,45,3,0
2404,'IndiGo','Banglore','New Delhi',0,4777,21,3,4,0,2,50
2405,'SpiceJet','Kolkata','Banglore',0,3847,18,3,22,20,2,20
2406,'Jet Airways','Kolkata','Banglore',1,7064,4,1,18,55,17,5
2407,'Vistara','Banglore','Delhi',0,4668,27,5,21,0,2,50
2408,'SpiceJet','Mumbai','Hyderabad',0,1965,18,3,22,45,1,25
2409,'Jet Airways','Kolkata','Banglore',1,14781,21,5,6,30,9,50
2410,'IndiGo','Mumbai','Hyderabad',0,4049,15,6,9,10,1,30
2411,'Jet Airways','Kolkata','Banglore',1,13584,18,5,18,55,13,20
2412,'Jet Airways','Delhi','Cochin',1,12373,18,5,20,55,15,40
2413,'Jet Airways','Delhi','Cochin',1,16079,27,5,16,0,27,0
2414,'Jet Airways','Banglore','Delhi',0,7229,24,5,8,20,3,0
2415,'Jet Airways','Banglore','New Delhi',1,17471,3,6,21,25,23,55
2416,'Jet Airways','Kolkata','Banglore',1,14781,5,12,6,30,9,50
2417,'Jet Airways','Kolkata','Banglore',1,14571,6,9,6,30,13,20
2418,'Multiple carriers','Delhi','Cochin',1,10197,18,5,3,50,8,45
2419,'SpiceJet','Delhi','Cochin',1,5975,6,1,17,55,4,55
2420,'Multiple carriers','Delhi','Cochin',1,8535,4,9,17,45,7,45
2421,'Multiple carriers','Delhi','Cochin',1,12537,27,3,9,55,11,5
2422,'Air India','Kolkata','Banglore',0,4145,24,5,20,45,2,35
2423,'IndiGo','Mumbai','Hyderabad',0,4049,15,3,9,10,1,30
2424,'Air Asia','Kolkata','Banglore',1,5192,5,9,22,40,12,0
2425,'Air India','Banglore','Delhi',0,6121,5,9,21,5,2,50
2426,'Air India','Delhi','Cochin',1,8669,24,6,3,50,15,25
2427,'Multiple carriers','Delhi','Cochin',1,8476,18,5,6,0,13,15
2428,'SpiceJet','Mumbai','Hyderabad',0,2647,21,6,5,45,1,30
2429,'Jet Airways','Delhi','Cochin',1,14714,6,6,20,55,22,5
2430,'Air India','Delhi','Cochin',1,10566,3,6,20,30,11,45
2431,'Jet Airways','Delhi','Cochin',1,10262,15,6,11,30,7,30
2432,'Multiple carriers','Delhi','Cochin',1,8098,21,3,10,0,15,35
2433,'Multiple carriers','Delhi','Cochin',1,6883,27,3,10,0,11,0
2434,'Multiple carriers','Delhi','Cochin',1,16108,15,6,10,0,9,15
2435,'SpiceJet','Kolkata','Banglore',0,4413,18,3,17,15,2,30
2436,'Jet Airways','Delhi','Cochin',2,10919,6,1,14,35,22,0
2437,'IndiGo','Kolkata','Banglore',0,4804,5,9,21,25,2,40
2438,'Jet Airways','Kolkata','Banglore',1,10539,6,6,20,25,14,30
2439,'IndiGo','Banglore','New Delhi',0,4377,3,9,22,20,2,50
2440,'Air India','Banglore','Delhi',0,6961,6,6,6,10,2,45
2441,'Multiple carriers','Delhi','Cochin',1,7408,27,5,13,0,8,0
2442,'IndiGo','Banglore','Delhi',0,4823,5,9,18,55,2,55
2443,'IndiGo','Kolkata','Banglore',0,5198,21,3,14,20,2,35
2444,'Jet Airways','Delhi','Cochin',1,10262,6,1,17,30,25,30
2445,'Vistara','Banglore','Delhi',0,5613,27,4,17,0,2,35
2446,'Jet Airways','Delhi','Cochin',1,10262,6,12,20,55,7,30
2447,'IndiGo','Mumbai','Hyderabad',0,5755,5,3,9,10,1,30
2448,'Vistara','Chennai','Kolkata',0,3687,21,5,7,5,2,15
2449,'Jet Airways','Mumbai','Hyderabad',0,5678,6,3,19,35,1,30
2450,'Multiple carriers','Delhi','Cochin',1,13542,21,3,18,15,7,20
2451,'Jet Airways','Delhi','Cochin',1,12347,21,3,19,15,23,35
2452,'Jet Airways','Kolkata','Banglore',1,12384,21,5,9,35,9,35
2453,'Jet Airways','Delhi','Cochin',2,10909,4,9,5,30,22,55
2454,'IndiGo','Banglore','Delhi',0,4823,6,3,16,55,3,0
2455,'IndiGo','Delhi','Cochin',1,6069,6,12,16,0,5,0
2456,'Jet Airways','Delhi','Cochin',1,12898,21,5,16,0,27,0
2457,'IndiGo','Kolkata','Banglore',0,4804,15,6,4,40,2,35
2458,'Jet Airways','Kolkata','Banglore',1,10031,24,3,8,25,20,20
2459,'IndiGo','Delhi','Cochin',1,6442,6,9,7,35,14,55
2460,'Air India','Delhi','Cochin',2,9653,21,5,12,0,19,40
2461,'Vistara','Kolkata','Banglore',1,8610,6,9,17,0,27,20
2462,'Jet Airways','Delhi','Cochin',1,14714,6,12,14,0,5,0
2463,'Multiple carriers','Delhi','Cochin',1,9103,5,9,4,55,14,5
2464,'Jet Airways','Delhi','Cochin',1,12898,21,5,22,50,5,35
2465,'SpiceJet','Mumbai','Hyderabad',0,2647,6,6,5,45,1,30
2466,'Jet Airways','Mumbai','Hyderabad',0,5678,3,3,7,10,1,25
2467,'Jet Airways','Delhi','Cochin',1,12373,18,5,19,15,17,20
2468,'SpiceJet','Kolkata','Banglore',0,3847,27,3,17,15,2,30
2469,'Jet Airways','Kolkata','Banglore',1,14151,21,5,17,0,25,0
2470,'Jet Airways','Delhi','Cochin',1,13843,3,6,8,0,20,25
2471,'Jet Airways','Banglore','Delhi',0,7229,18,5,15,15,2,55
2472,'Jet Airways','Mumbai','Hyderabad',0,4995,18,6,2,55,1,25
2473,'Jet Airways','Delhi','Cochin',1,10262,6,6,20,55,7,30
2474,'Jet Airways','Delhi','Cochin',2,13029,5,9,5,30,22,55
2475,'Jet Airways','Delhi','Cochin',1,14053,3,9,19,15,9,10
2476,'SpiceJet','Kolkata','Banglore',0,3841,4,1,17,10,2,30
2477,'Air India','Banglore','New Delhi',1,11003,3,1,10,30,12,25
2478,'Vistara','Banglore','Delhi',0,5403,4,9,11,30,2,50
2479,'Multiple carriers','Delhi','Cochin',1,15342,3,3,8,0,10,50
2480,'Air India','Kolkata','Banglore',2,12224,6,12,20,30,17,15
2481,'IndiGo','Chennai','Kolkata',0,6297,15,3,19,35,2,20
2482,'SpiceJet','Kolkata','Banglore',1,8844,5,1,15,55,5,30
2483,'Multiple carriers','Delhi','Cochin',1,13377,6,1,14,0,11,30
2484,'GoAir','Banglore','New Delhi',0,5706,3,9,20,55,2,55
2485,'Air India','Delhi','Cochin',1,8372,6,12,21,0,10,40
2486,'IndiGo','Delhi','Cochin',1,6526,27,5,6,40,14,20
2487,'IndiGo','Banglore','Delhi',0,4823,6,1,16,55,2,50
2488,'IndiGo','Mumbai','Hyderabad',0,3175,24,6,16,55,1,30
2489,'Multiple carriers','Delhi','Cochin',1,10407,5,6,9,0,10,0
2490,'IndiGo','Banglore','Delhi',0,4423,18,4,4,0,2,50
2491,'Vistara','Kolkata','Banglore',1,9555,5,9,17,0,27,20
2492,'Jet Airways','Kolkata','Banglore',1,12681,4,1,16,30,23,50
2493,'Jet Airways','Kolkata','Banglore',1,13059,6,6,14,5,14,35
2494,'Jet Airways','Kolkata','Banglore',1,8586,5,9,16,30,17,35
2495,'GoAir','Banglore','Delhi',0,3419,4,6,20,55,2,45
2496,'SpiceJet','Kolkata','Banglore',0,3873,6,3,17,10,2,30
2497,'Air India','Kolkata','Banglore',1,10203,6,6,10,0,10,25
2498,'Jet Airways','Delhi','Cochin',2,13029,27,5,19,30,8,55
2499,'Jet Airways','Kolkata','Banglore',1,10844,15,5,16,30,6,5
2500,'Jet Airways','Kolkata','Banglore',1,11134,24,3,18,55,13,15
2501,'Vistara','Kolkata','Banglore',1,8610,6,12,20,20,22,30
2502,'IndiGo','Kolkata','Banglore',0,4174,15,4,20,20,2,35
2503,'Jet Airways','Banglore','New Delhi',1,11087,3,9,8,0,25,30
2504,'SpiceJet','Banglore','Delhi',0,3971,18,6,21,10,2,55
2505,'Jet Airways','Delhi','Cochin',1,17531,4,9,7,5,11,55
2506,'SpiceJet','Banglore','Delhi',0,3573,6,6,5,55,2,40
2507,'Air India','Kolkata','Banglore',1,8366,5,1,9,25,22,30
2508,'Air India','Kolkata','Banglore',0,13885,3,3,14,15,2,30
2509,'Multiple carriers','Delhi','Cochin',2,18485,6,9,17,50,7,40
2510,'Air Asia','Kolkata','Banglore',0,4409,27,4,19,55,2,30
2511,'Vistara','Kolkata','Banglore',1,8085,5,1,20,20,27,5
2512,'Multiple carriers','Delhi','Cochin',1,13377,6,6,17,30,8,0
2513,'Air India','Delhi','Cochin',2,13538,21,5,13,20,18,20
2514,'Multiple carriers','Delhi','Cochin',1,15147,3,6,19,0,6,35
2515,'Jet Airways','Banglore','Delhi',0,4030,27,5,11,10,2,55
2516,'Multiple carriers','Delhi','Cochin',1,14848,6,6,8,0,11,15
2517,'Jet Airways','Banglore','New Delhi',1,13555,18,3,22,50,9,25
2518,'Air India','Delhi','Cochin',2,10975,18,5,7,5,26,20
2519,'Jet Airways','Delhi','Cochin',2,13029,21,5,9,40,26,55
2520,'Jet Airways','Kolkata','Banglore',1,9663,5,12,8,25,24,55
