,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
2054,Air India,Mumbai,Hyderabad,0,3100,6,6,6,20,1,20
2055,Air India,Banglore,New Delhi,2,25430,3,1,8,50,24,35
2056,SpiceJet,Mumbai,Hyderabad,0,2385,18,3,13,10,1,20
2057,Jet Airways,Kolkata,Banglore,1,11316,6,6,10,20,7,15
2058,Jet Airways,Delhi,Cochin,1,10262,15,6,2,15,16,45
2059,Air India,Kolkata,Banglore,2,7662,24,5,5,50,7,25
2060,Jet Airways,Kolkata,Banglore,1,14231,24,3,16,55,26,45
2061,IndiGo,Delhi,Cochin,1,6838,6,9,9,15,11,45
2062,Jet Airways,Delhi,Cochin,2,13376,15,6,6,45,21,40
2063,Jet Airways,Delhi,Cochin,1,10262,24,6,15,0,28,0
2064,IndiGo,Delhi,Cochin,1,8574,27,3,7,30,8,0
2065,Jet Airways,Banglore,New Delhi,1,7832,3,9,21,25,10,15
2066,Multiple carriers,Delhi,Cochin,1,12192,24,6,3,50,15,10
2067,Jet Airways,Mumbai,Hyderabad,0,4050,15,6,10,20,1,30
2068,GoAir,Banglore,Delhi,0,6722,4,12,7,45,2,55
2069,Jet Airways,Kolkata,Banglore,1,10844,6,9,20,0,20,20
2070,Multiple carriers,Delhi,Cochin,1,7408,15,6,7,0,14,0
2071,Jet Airways,Delhi,Cochin,1,14189,21,3,20,50,7,35
2072,SpiceJet,Kolkata,Banglore,0,3841,24,5,17,10,2,30
2073,Jet Airways,Kolkata,Banglore,1,8586,5,9,14,5,14,35
2074,Multiple carriers,Delhi,Cochin,1,7155,27,6,10,35,8,40
2075,Jet Airways,Kolkata,Banglore,1,9899,6,12,8,25,9,50
2076,Jet Airways,Kolkata,Banglore,1,14571,6,6,8,25,11,25
2077,IndiGo,Banglore,Delhi,0,4823,18,5,18,55,2,55
2078,Jet Airways,Banglore,Delhi,0,4544,5,9,8,20,3,0
2080,Air India,Kolkata,Banglore,2,11542,5,9,9,25,28,20
2081,Jet Airways,Delhi,Cochin,0,7202,21,5,9,50,3,15
2082,Multiple carriers,Delhi,Cochin,1,11098,6,9,10,35,8,25
2083,Air India,Mumbai,Hyderabad,0,2575,27,3,19,30,1,15
2084,Multiple carriers,Delhi,Cochin,1,6673,27,3,13,0,12,35
2085,IndiGo,Banglore,New Delhi,0,14306,3,1,18,55,2,50
2086,Jet Airways,Delhi,Cochin,1,15554,18,5,21,50,6,35
2087,Jet Airways,Kolkata,Banglore,1,9314,15,5,9,35,28,50
2088,Jet Airways,Mumbai,Hyderabad,0,4995,3,9,6,30,1,30
2089,Jet Airways,Banglore,New Delhi,1,7832,21,3,11,40,20,0
2090,Jet Airways,Kolkata,Banglore,1,8586,21,5,8,25,23,50
2091,Air India,Delhi,Cochin,0,6094,27,4,5,10,2,50
2092,Jet Airways,Delhi,Cochin,2,13292,24,6,5,30,13,30
2094,Multiple carriers,Delhi,Cochin,1,9718,27,5,10,0,11,0
2095,Jet Airways,Banglore,New Delhi,1,7412,21,3,8,55,22,45
2096,Air India,Delhi,Cochin,2,10441,6,6,22,0,21,15
2097,IndiGo,Delhi,Cochin,1,14871,3,3,10,45,14,50
2098,Jet Airways,Delhi,Cochin,1,15554,18,5,8,0,11,0
2099,Jet Airways,Banglore,New Delhi,1,36235,3,1,14,5,5,5
2100,IndiGo,Mumbai,Hyderabad,0,3175,24,3,16,55,1,30
2101,SpiceJet,Chennai,Kolkata,0,3597,24,5,17,45,2,20
2102,SpiceJet,Mumbai,Hyderabad,0,1965,27,6,13,15,1,30
2103,Multiple carriers,Delhi,Cochin,1,12717,24,6,10,0,9,0
2104,IndiGo,Delhi,Cochin,0,6015,6,3,14,25,3,15
2105,Air Asia,Banglore,New Delhi,0,5615,3,9,23,25,2,45
2106,Multiple carriers,Delhi,Cochin,1,7845,27,3,19,0,6,35
2107,Jet Airways,Kolkata,Banglore,1,10844,6,9,21,10,25,25
2108,Jet Airways,Banglore,New Delhi,1,27210,15,3,21,25,7,40
2109,IndiGo,Kolkata,Banglore,0,4174,4,6,14,25,2,30
2110,Multiple carriers,Delhi,Cochin,1,6883,21,3,8,0,13,0
2111,Multiple carriers,Delhi,Cochin,1,6883,21,3,9,0,12,0
2112,Jet Airways,Kolkata,Banglore,1,8355,21,5,10,20,7,15
2113,SpiceJet,Banglore,New Delhi,0,5469,24,3,20,30,2,50
2114,Jet Airways,Banglore,Delhi,0,6478,27,6,6,0,2,45
2115,Vistara,Banglore,New Delhi,0,11913,3,3,19,40,2,40
2116,IndiGo,Delhi,Cochin,1,7006,21,5,18,35,6,55
2117,Jet Airways,Kolkata,Banglore,1,12681,4,1,16,30,6,5
2118,Jet Airways,Delhi,Cochin,2,15129,21,5,23,5,19,55
2119,Multiple carriers,Delhi,Cochin,1,13587,15,6,14,0,7,0
2120,Jet Airways,Delhi,Cochin,1,14714,6,1,19,15,23,45
2121,IndiGo,Banglore,New Delhi,1,6220,3,3,7,30,4,50
2122,Jet Airways,Delhi,Cochin,1,10262,6,6,7,5,5,30
2123,Air India,Kolkata,Banglore,1,8576,5,12,9,25,9,5
2124,Jet Airways,Kolkata,Banglore,1,10031,24,3,19,45,24,55
2125,Jet Airways,Delhi,Cochin,2,12819,24,6,19,10,23,50
2126,GoAir,Delhi,Cochin,1,5052,15,4,7,25,6,10
2127,Jet Airways,Banglore,New Delhi,1,22270,3,1,8,0,24,15
2128,Vistara,Banglore,Delhi,0,5613,27,4,7,0,2,40
2129,SpiceJet,Kolkata,Banglore,0,3873,4,1,9,0,2,25
2130,IndiGo,Delhi,Cochin,0,6015,15,5,5,35,3,15
2131,Jet Airways,Kolkata,Banglore,1,10844,6,9,6,30,5,30
2132,SpiceJet,Mumbai,Hyderabad,0,2227,5,12,13,15,1,30
2133,Jet Airways,Banglore,Delhi,0,7229,4,1,19,50,3,0
2134,Jet Airways,Delhi,Cochin,2,10368,6,6,5,30,13,30
2135,Jet Airways,Delhi,Cochin,1,12898,21,5,17,30,10,55
2136,Multiple carriers,Delhi,Cochin,1,12192,6,12,7,0,12,0
2137,Jet Airways,Kolkata,Banglore,1,12121,5,9,9,35,14,0
2138,Air India,Delhi,Cochin,2,16163,27,5,6,50,24,50
2139,Jet Airways,Banglore,New Delhi,1,12284,18,3,5,45,12,40
2140,IndiGo,Banglore,Delhi,0,5780,21,6,19,30,2,45
2141,Jet Airways,Mumbai,Hyderabad,0,4995,5,9,10,20,1,30
2142,IndiGo,Delhi,Cochin,1,6496,6,9,5,10,4,55
2143,Air India,Delhi,Cochin,2,12488,6,12,12,20,30,55
2144,IndiGo,Banglore,Delhi,0,4823,15,5,7,10,2,55
2145,SpiceJet,Mumbai,Hyderabad,0,2647,18,6,5,45,1,30
2146,IndiGo,Banglore,New Delhi,0,12649,3,3,13,0,2,50
2147,Multiple carriers,Delhi,Cochin,1,8266,6,12,11,40,7,35
2148,Vistara,Delhi,Cochin,0,6216,15,5,6,0,3,10
2149,IndiGo,Banglore,Delhi,0,4423,4,1,1,30,2,45
2150,Jet Airways,Banglore,New Delhi,1,17996,3,6,8,0,24,15
2151,SpiceJet,Delhi,Cochin,1,5726,15,4,8,45,4,30
2152,Multiple carriers,Delhi,Cochin,1,15147,3,6,6,0,9,30
2153,Jet Airways,Delhi,Cochin,1,15554,18,5,20,55,22,5
2154,Jet Airways,Delhi,Cochin,2,12819,24,6,23,5,29,20
2155,Multiple carriers,Delhi,Cochin,1,7198,27,6,18,0,7,30
2156,IndiGo,Delhi,Cochin,1,5073,4,3,16,0,5,0
2157,IndiGo,Banglore,Delhi,0,3943,27,6,21,15,3,0
2158,Jet Airways,Mumbai,Hyderabad,0,3205,27,3,7,10,1,25
2159,SpiceJet,Banglore,Delhi,0,3257,5,12,5,55,2,40
2160,IndiGo,Kolkata,Banglore,0,4804,6,3,22,15,2,35
2161,IndiGo,Banglore,New Delhi,1,10231,3,9,16,50,4,45
2162,Jet Airways,Delhi,Cochin,1,12898,21,5,20,55,7,30
2163,IndiGo,Mumbai,Hyderabad,0,2227,21,3,21,20,1,25
2164,Air India,Kolkata,Banglore,2,9258,4,1,12,0,23,10
2165,Jet Airways,Kolkata,Banglore,1,9663,24,5,16,30,16,50
2166,Jet Airways,Mumbai,Hyderabad,0,8040,21,5,7,5,1,25
2167,GoAir,Banglore,Delhi,0,3419,6,6,20,55,2,45
2168,Jet Airways,Banglore,Delhi,0,8016,6,1,7,10,3,0
2169,Jet Airways,Banglore,Delhi,0,7229,4,6,17,45,3,0
2170,GoAir,Delhi,Cochin,1,4959,6,6,10,35,9,0
2171,Air India,Kolkata,Banglore,2,10151,6,9,12,0,23,10
2172,Air India,Delhi,Cochin,3,10703,18,5,5,15,38,0
2173,Jet Airways,Kolkata,Banglore,1,10844,6,9,8,25,9,50
2174,IndiGo,Delhi,Cochin,1,7205,3,6,16,10,6,10
2175,Jet Airways,Banglore,New Delhi,1,12284,18,3,8,55,9,30
2176,Jet Airways,Kolkata,Banglore,1,13994,6,9,9,35,12,30
2177,IndiGo,Delhi,Cochin,0,6015,15,4,14,25,3,15
2178,IndiGo,Kolkata,Banglore,1,4226,4,3,6,15,4,15
2179,Jet Airways,Delhi,Cochin,2,9483,21,3,19,10,23,40
2180,Jet Airways,Banglore,Delhi,0,5198,15,5,7,10,3,0
2181,Jet Airways,Delhi,Cochin,2,10368,27,6,5,30,13,30
2182,Vistara,Chennai,Kolkata,0,11982,6,3,17,45,2,20
2183,Air India,Banglore,New Delhi,1,8032,15,3,11,50,25,10
2184,Air India,Kolkata,Banglore,0,5510,15,5,14,15,2,30
2185,IndiGo,Delhi,Cochin,1,8177,5,9,23,30,5,5
2186,Air Asia,Delhi,Cochin,1,11410,6,1,16,45,5,40
2187,GoAir,Delhi,Cochin,1,9385,21,3,7,0,5,50
2188,Jet Airways,Delhi,Cochin,1,10262,6,6,10,0,9,0
2189,SpiceJet,Kolkata,Banglore,0,3873,18,6,9,0,2,25
2190,Multiple carriers,Delhi,Cochin,1,11999,21,3,11,40,7,10
2191,Jet Airways,Delhi,Cochin,2,14300,27,6,18,20,18,15
2192,SpiceJet,Mumbai,Hyderabad,0,2175,5,12,13,15,1,30
2193,Air India,Delhi,Cochin,2,14431,5,9,6,50,24,50
2194,Jet Airways,Banglore,Delhi,0,7229,21,5,6,0,2,45
2195,IndiGo,Kolkata,Banglore,1,3809,24,5,19,20,4,25
2196,Multiple carriers,Delhi,Cochin,1,7354,24,6,7,30,11,45
2197,Multiple carriers,Delhi,Cochin,1,12537,27,3,8,0,7,30
2198,Air India,Delhi,Cochin,1,9719,27,5,13,0,6,15
2199,Jet Airways,Mumbai,Hyderabad,0,8040,24,5,10,20,1,30
2200,Jet Airways,Mumbai,Hyderabad,0,4995,24,5,7,5,1,25
2201,IndiGo,Banglore,Delhi,0,4591,4,6,23,30,2,50
2202,Air India,Kolkata,Banglore,1,7662,6,6,16,45,28,20
2203,IndiGo,Chennai,Kolkata,0,3850,24,6,7,55,2,20
2204,IndiGo,Delhi,Cochin,1,6442,6,3,8,35,13,55
2205,IndiGo,Delhi,Cochin,1,11378,6,3,23,30,5,5
2206,Multiple carriers,Delhi,Cochin,1,13377,27,6,15,0,10,30
2207,Jet Airways,Kolkata,Banglore,1,10844,21,5,8,25,12,20
2208,Jet Airways,Mumbai,Hyderabad,0,4995,5,9,7,5,1,25
2209,Air India,Delhi,Cochin,2,6057,27,3,17,15,16,10
2210,Air India,Banglore,Delhi,0,5176,4,6,10,0,2,45
2211,Jet Airways,Delhi,Cochin,2,13014,6,9,9,40,18,45
2212,IndiGo,Banglore,New Delhi,1,7917,3,1,16,15,4,20
2213,SpiceJet,Delhi,Cochin,1,5583,6,9,6,5,5,15
2214,Jet Airways,Banglore,Delhi,0,7229,4,9,6,0,2,45
2215,IndiGo,Delhi,Cochin,1,7191,18,5,16,0,9,30
2216,Jet Airways,Mumbai,Hyderabad,0,3210,6,12,19,35,1,30
2217,IndiGo,Delhi,Cochin,1,14871,3,6,15,0,10,35
2218,Multiple carriers,Delhi,Cochin,1,8099,15,5,8,30,10,45
2219,Air India,Kolkata,Banglore,1,8366,21,5,9,25,9,5
2220,IndiGo,Chennai,Kolkata,0,6297,3,9,22,5,2,20
2221,Multiple carriers,Delhi,Cochin,1,18286,3,3,13,0,8,0
2222,Jet Airways,Delhi,Cochin,1,17024,3,6,23,5,20,40
2223,Jet Airways,Banglore,Delhi,0,6144,24,4,7,10,3,0
2224,Multiple carriers,Delhi,Cochin,1,13941,3,9,6,0,13,45
2225,Jet Airways,Banglore,Delhi,0,3702,5,9,18,55,3,5
2226,SpiceJet,Delhi,Cochin,1,5583,15,5,6,5,5,15
2227,Air India,Mumbai,Hyderabad,1,10208,3,12,19,40,13,30
2228,Jet Airways,Kolkata,Banglore,1,12384,5,6,9,35,8,25
2229,Air India,Kolkata,Banglore,2,17049,5,6,10,0,19,25
2230,IndiGo,Delhi,Cochin,1,7006,24,5,7,30,13,30
2231,Air India,Kolkata,Banglore,2,12723,6,12,5,50,14,35
2232,Jet Airways,Delhi,Cochin,1,10577,6,12,8,0,20,25
2233,Jet Airways,Banglore,New Delhi,1,16736,3,6,7,0,12,10
2234,Jet Airways,Delhi,Cochin,1,10262,24,6,13,0,15,25
2235,Multiple carriers,Delhi,Cochin,1,7155,24,6,11,25,7,50
2236,Multiple carriers,Delhi,Cochin,1,15147,3,3,10,20,15,15
2237,IndiGo,Banglore,Delhi,0,4823,6,12,7,10,2,55
2238,Air India,Banglore,New Delhi,1,8714,15,3,9,30,6,50
2239,Jet Airways,Kolkata,Banglore,1,10953,5,6,9,35,24,10
2240,Air India,Kolkata,Banglore,1,10203,6,12,20,30,23,55
2241,Jet Airways,Delhi,Cochin,1,12373,18,5,13,0,23,35
2242,Jet Airways,Kolkata,Banglore,1,14151,5,12,9,35,14,0
2243,Jet Airways,Kolkata,Banglore,1,12121,24,5,9,35,28,50
2244,Vistara,Delhi,Cochin,0,5586,4,9,6,0,3,10
2245,Jet Airways,Kolkata,Banglore,1,10844,18,5,8,25,27,35
2246,Jet Airways,Kolkata,Banglore,1,8586,21,5,21,10,7,30
2247,SpiceJet,Delhi,Cochin,1,5409,6,6,17,55,4,55
2248,Multiple carriers,Delhi,Cochin,2,7178,21,3,9,45,11,35
2249,Multiple carriers,Delhi,Cochin,1,5797,24,6,10,20,15,10
2250,Jet Airways,Kolkata,Banglore,1,13759,24,3,19,45,23,55
2251,Air India,Kolkata,Banglore,2,13873,24,5,7,0,18,20
2252,Jet Airways,Delhi,Cochin,1,16079,21,5,20,55,22,5
2253,SpiceJet,Mumbai,Hyderabad,0,2017,27,6,13,15,1,30
2254,Jet Airways,Kolkata,Banglore,1,10844,18,5,20,0,22,15
2255,SpiceJet,Banglore,Delhi,0,3573,24,4,21,10,2,55
2256,Jet Airways,Kolkata,Banglore,1,8066,5,6,9,35,24,10
2257,Jet Airways,Delhi,Cochin,1,14053,3,9,20,50,22,0
2258,Jet Airways,Banglore,New Delhi,1,12284,18,3,8,0,7,15
2259,SpiceJet,Delhi,Cochin,1,5351,4,9,6,5,5,15
2260,Jet Airways,Kolkata,Banglore,1,7064,4,1,16,30,23,50
2261,IndiGo,Delhi,Cochin,1,10394,3,3,2,5,5,20
2262,Jet Airways,Kolkata,Banglore,1,9663,15,5,18,55,14,25
2263,Multiple carriers,Delhi,Cochin,1,13727,18,5,17,30,8,0
2264,Jet Airways,Delhi,Cochin,1,10262,6,12,19,15,17,20
2265,IndiGo,Banglore,Delhi,0,4823,4,9,7,10,2,55
2266,Air Asia,Banglore,New Delhi,0,7074,3,3,5,50,2,50
2267,Multiple carriers,Delhi,Cochin,1,17267,3,6,7,5,13,55
2268,Multiple carriers,Delhi,Cochin,1,14067,21,5,15,0,10,30
2269,IndiGo,Banglore,Delhi,0,4823,5,1,8,30,2,50
2270,IndiGo,Banglore,Delhi,0,4823,27,4,20,0,2,50
2271,Air Asia,Banglore,Delhi,0,4483,5,12,23,55,2,50
2272,Air India,Kolkata,Banglore,2,14960,6,6,9,50,13,25
2273,Air India,Banglore,Delhi,0,7171,6,1,17,0,2,45
2274,Air India,Kolkata,Banglore,1,12173,24,3,20,30,12,25
2275,Air India,Banglore,New Delhi,1,11392,3,3,0,30,8,15
2276,Air India,Kolkata,Banglore,2,16057,15,5,10,0,27,45
2277,Jet Airways,Kolkata,Banglore,1,14151,6,9,17,0,17,55
2278,Jet Airways,Banglore,Delhi,0,4030,21,5,11,10,2,55
2279,IndiGo,Kolkata,Banglore,1,4226,5,6,19,35,3,40
2280,Air India,Delhi,Cochin,1,11050,3,9,4,0,15,15
2281,Air India,Banglore,Delhi,0,6961,21,5,10,0,2,45
2282,Jet Airways,Kolkata,Banglore,1,14231,24,3,21,10,12,5
2283,Jet Airways,Delhi,Cochin,2,10919,27,6,14,35,22,0
2284,Air India,Delhi,Cochin,2,10913,27,3,7,0,12,15
2285,IndiGo,Chennai,Kolkata,0,5277,27,6,22,5,2,20
2286,Multiple carriers,Delhi,Cochin,1,7485,21,5,10,20,10,40
2287,Jet Airways,Kolkata,Banglore,1,14231,24,3,16,55,23,25
2288,GoAir,Delhi,Cochin,1,4201,4,6,7,25,6,10
2289,Air India,Delhi,Cochin,0,7931,3,6,14,10,3,0
2290,Multiple carriers,Delhi,Cochin,1,6513,15,5,14,55,7,35
2291,Jet Airways,Delhi,Cochin,1,14714,6,6,15,0,28,0
2292,IndiGo,Kolkata,Banglore,1,6218,5,9,18,5,5,25
2293,Air India,Delhi,Cochin,2,8603,27,6,12,0,7,15
2294,IndiGo,Delhi,Cochin,1,7318,21,5,8,30,12,30
2295,Multiple carriers,Delhi,Cochin,1,13504,15,6,10,0,9,0
2296,Multiple carriers,Delhi,Cochin,1,9646,15,5,7,5,15,25
2297,IndiGo,Kolkata,Banglore,0,5224,27,5,11,30,2,35
2298,Jet Airways,Kolkata,Banglore,1,12692,6,12,9,35,8,25
2299,Jet Airways,Kolkata,Banglore,1,9689,6,6,10,20,7,15
2300,Air India,Kolkata,Banglore,2,13033,5,9,10,0,15,20
2301,Jet Airways,Kolkata,Banglore,1,13626,6,12,6,30,9,50
2302,IndiGo,Mumbai,Hyderabad,0,2754,18,5,19,5,1,30
2303,Jet Airways,Kolkata,Banglore,1,12121,5,9,17,0,16,45
2304,IndiGo,Banglore,Delhi,0,3419,24,4,1,30,2,45
2305,Air India,Kolkata,Banglore,2,13033,21,5,10,0,15,20
2306,IndiGo,Kolkata,Banglore,0,4174,4,6,4,40,2,35
2307,Air Asia,Delhi,Cochin,1,6152,27,6,7,55,14,30
2308,Air India,Delhi,Cochin,0,5201,27,6,5,10,2,50
2309,Jet Airways,Banglore,New Delhi,1,9134,15,3,7,0,9,10
2310,Air India,Kolkata,Banglore,2,13243,18,5,7,0,18,20
2311,Jet Airways,Delhi,Cochin,2,15129,27,5,5,30,22,55
2312,Jet Airways,Mumbai,Hyderabad,0,2759,5,9,19,35,1,30
2313,IndiGo,Banglore,Delhi,0,4423,15,5,6,5,2,45
2314,Vistara,Kolkata,Banglore,1,9187,18,5,7,10,15,30
2315,Multiple carriers,Delhi,Cochin,1,7740,18,5,7,10,15,20
2316,Jet Airways,Banglore,Delhi,0,6144,24,5,19,50,3,0
2317,Multiple carriers,Delhi,Cochin,1,10877,6,9,4,55,7,40
2318,IndiGo,Delhi,Cochin,1,6442,15,6,11,55,10,35
2319,IndiGo,Delhi,Cochin,1,7048,27,3,4,45,10,45
2320,Multiple carriers,Delhi,Cochin,1,5797,27,6,15,15,10,15
2321,Air India,Banglore,New Delhi,2,10573,3,3,6,45,17,10
2322,IndiGo,Delhi,Cochin,1,7503,15,5,8,30,12,30
2323,IndiGo,Delhi,Cochin,1,6104,6,12,17,30,8,0
2324,Jet Airways,Kolkata,Banglore,1,9663,5,9,21,10,11,5
2325,Jet Airways,Banglore,Delhi,0,5769,6,3,11,10,2,55
2326,Air India,Mumbai,Hyderabad,0,3100,15,6,13,55,1,30
2327,Jet Airways,Delhi,Cochin,1,12373,18,5,17,30,10,55
2328,SpiceJet,Kolkata,Banglore,0,3815,15,3,9,0,2,30
2329,Jet Airways,Delhi,Cochin,2,14300,15,6,12,15,24,20
2330,IndiGo,Banglore,Delhi,0,4823,6,1,7,10,2,55
2331,IndiGo,Mumbai,Hyderabad,0,2754,18,6,19,5,1,30
2332,Multiple carriers,Delhi,Cochin,1,9736,6,3,6,0,13,15
2333,Jet Airways,Banglore,New Delhi,1,7280,21,3,9,45,4,40
2334,Multiple carriers,Delhi,Cochin,1,7408,6,9,8,0,13,0
2335,Jet Airways,Kolkata,Banglore,1,13044,6,12,20,0,16,0
2336,Air India,Kolkata,Banglore,2,12723,24,5,5,50,17,25
2337,Jet Airways,Kolkata,Banglore,1,8586,5,6,16,30,12,10
2338,IndiGo,Delhi,Cochin,1,6316,6,12,16,0,9,30
2339,Jet Airways,Delhi,Cochin,1,15554,5,9,9,0,10,0
2340,SpiceJet,Mumbai,Hyderabad,0,2385,15,3,13,10,1,20
2341,Multiple carriers,Delhi,Cochin,1,13587,6,9,13,0,8,0
2342,IndiGo,Delhi,Cochin,1,13790,3,3,2,35,5,55
2343,Air India,Delhi,Cochin,2,10975,15,5,9,45,23,40
2344,Jet Airways,Kolkata,Banglore,1,14388,21,5,8,25,24,55
2345,Multiple carriers,Delhi,Cochin,1,7198,6,6,18,0,7,30
2346,Jet Airways,Delhi,Cochin,2,13029,5,9,9,40,26,55
2347,Multiple carriers,Delhi,Cochin,1,12717,27,5,7,5,12,10
2348,IndiGo,Delhi,Cochin,1,14871,3,3,6,40,6,40
2349,Jet Airways,Kolkata,Banglore,2,10118,6,6,6,30,14,20
2350,Jet Airways,Delhi,Cochin,1,10262,6,6,22,50,5,35
2351,Jet Airways,Mumbai,Hyderabad,0,2071,24,3,2,55,1,30
2352,Air India,Banglore,Delhi,0,5228,27,4,21,5,2,50
2353,Jet Airways,Banglore,New Delhi,1,7832,21,3,16,55,18,30
2354,Multiple carriers,Delhi,Cochin,1,7005,6,6,11,40,9,20
2355,Jet Airways,Delhi,Cochin,2,14237,6,9,18,25,18,10
2356,SpiceJet,Banglore,Delhi,0,3971,4,6,21,10,2,55
2357,IndiGo,Banglore,Delhi,0,3943,21,6,22,10,2,50
2358,IndiGo,Delhi,Cochin,1,8574,27,3,6,40,8,50
2359,Air India,Delhi,Cochin,2,12646,15,6,5,55,13,20
2360,Jet Airways,Delhi,Cochin,2,13082,21,3,13,0,29,50
2361,Jet Airways,Kolkata,Banglore,1,13941,21,5,8,25,23,50
2362,GoAir,Delhi,Cochin,1,5135,4,6,7,0,5,55
2363,Air India,Kolkata,Banglore,1,11096,21,5,10,0,10,25
2364,Jet Airways,Banglore,New Delhi,1,13555,18,3,22,50,10,40
2365,Vistara,Banglore,Delhi,0,5403,4,12,9,45,2,50
2366,Jet Airways,Delhi,Cochin,2,15812,24,6,11,40,7,20
2367,Jet Airways,Kolkata,Banglore,1,14781,21,5,20,0,12,15
2368,Air India,Delhi,Cochin,1,8907,6,6,13,30,9,30
2369,Air India,Kolkata,Banglore,0,4145,5,3,20,45,2,35
2370,Jet Airways,Kolkata,Banglore,1,14151,6,9,20,25,13,20
2371,Multiple carriers,Delhi,Cochin,1,7845,27,3,6,0,9,30
2372,Multiple carriers,Delhi,Cochin,1,8099,15,5,9,15,10,0
2373,Multiple carriers,Delhi,Cochin,1,13377,27,5,15,0,10,30
2374,Air India,Banglore,New Delhi,2,12734,3,12,6,50,28,30
2375,Jet Airways,Delhi,Cochin,1,10262,6,3,22,50,5,35
2376,Jet Airways,Banglore,Delhi,0,7229,15,5,18,55,3,5
2377,Vistara,Mumbai,Hyderabad,1,12395,3,6,8,45,24,40
2378,Jet Airways,Kolkata,Banglore,1,11134,24,3,19,45,13,30
2379,Jet Airways,Delhi,Cochin,1,6540,21,3,13,0,5,50
2380,Multiple carriers,Delhi,Cochin,1,7354,6,6,6,40,12,35
2381,Air India,Delhi,Cochin,2,9548,24,6,12,0,19,40
2382,Vistara,Kolkata,Banglore,1,9187,5,1,7,10,27,35
2383,IndiGo,Delhi,Cochin,1,5054,5,9,7,35,4,35
2384,Air India,Kolkata,Banglore,1,10413,6,9,10,0,10,25
2385,IndiGo,Kolkata,Banglore,0,4804,27,5,21,25,2,40
2386,IndiGo,Mumbai,Hyderabad,0,4049,15,6,6,25,1,30
2387,Multiple carriers,Delhi,Cochin,1,6795,27,6,19,0,6,30
2388,Air India,Kolkata,Banglore,0,4435,21,3,20,45,2,35
2389,Jet Airways,Kolkata,Banglore,1,6224,6,12,16,30,12,10
2390,IndiGo,Kolkata,Banglore,0,4804,6,12,20,20,2,35
2391,IndiGo,Delhi,Cochin,1,6171,15,4,5,5,11,5
2392,IndiGo,Delhi,Cochin,1,6093,6,3,11,25,9,35
2393,IndiGo,Kolkata,Banglore,0,4174,4,12,17,15,2,35
2394,IndiGo,Mumbai,Hyderabad,0,3342,5,6,2,35,1,30
2395,Multiple carriers,Delhi,Cochin,1,13587,6,3,10,0,11,0
2396,Jet Airways,Delhi,Cochin,1,16079,21,5,21,50,6,35
2397,IndiGo,Delhi,Cochin,0,6015,18,4,5,35,3,15
2398,Jet Airways,Kolkata,Banglore,1,13067,24,5,17,0,26,10
2399,Multiple carriers,Delhi,Cochin,1,9103,15,5,4,55,7,40
2400,Jet Airways,Kolkata,Banglore,1,14151,24,5,20,25,27,10
2401,Jet Airways,Delhi,Cochin,2,11538,27,3,6,20,12,30
2402,IndiGo,Delhi,Cochin,2,8146,3,9,8,35,12,45
2403,Air India,Kolkata,Banglore,1,6117,5,6,19,0,9,40
2404,Jet Airways,Delhi,Cochin,1,17024,3,3,2,15,26,10
2406,Jet Airways,Kolkata,Banglore,1,12692,6,9,20,25,24,40
2407,Vistara,Kolkata,Banglore,1,8610,6,12,7,10,13,10
2408,Multiple carriers,Delhi,Cochin,1,6723,24,6,7,10,15,20
2409,Vistara,Banglore,Delhi,0,4878,5,12,17,0,2,35
2410,Jet Airways,Banglore,New Delhi,1,16736,3,6,20,35,11,5
2411,Jet Airways,Kolkata,Banglore,1,11134,24,3,13,55,19,20
2412,IndiGo,Banglore,Delhi,0,3943,5,3,4,0,2,50
2413,Multiple carriers,Delhi,Cochin,1,13587,6,12,9,0,12,0
2414,Jet Airways,Delhi,Cochin,2,16914,3,6,5,25,23,0
2415,SpiceJet,Mumbai,Hyderabad,0,1965,18,5,22,45,1,30
2416,Multiple carriers,Delhi,Cochin,1,8073,5,9,13,0,8,0
2417,IndiGo,Banglore,Delhi,0,3943,6,3,13,0,2,50
2418,IndiGo,Kolkata,Banglore,1,5170,5,12,15,15,4,50
2419,GoAir,Banglore,Delhi,0,3398,15,5,11,40,2,50
2420,Air Asia,Kolkata,Banglore,0,4409,18,4,10,20,2,35
2421,Jet Airways,Banglore,Delhi,0,8541,21,6,17,45,3,0
2422,IndiGo,Banglore,New Delhi,0,4777,21,3,4,0,2,50
2423,SpiceJet,Kolkata,Banglore,0,3847,18,3,22,20,2,20
2424,Jet Airways,Kolkata,Banglore,1,7064,4,1,18,55,17,5
2425,Vistara,Banglore,Delhi,0,4668,27,5,21,0,2,50
2426,SpiceJet,Mumbai,Hyderabad,0,1965,18,3,22,45,1,25
2427,Jet Airways,Kolkata,Banglore,1,14781,21,5,6,30,9,50
2428,IndiGo,Mumbai,Hyderabad,0,4049,15,6,9,10,1,30
2429,Jet Airways,Kolkata,Banglore,1,13584,18,5,18,55,13,20
2430,Jet Airways,Delhi,Cochin,1,12373,18,5,20,55,15,40
2431,Jet Airways,Delhi,Cochin,1,16079,27,5,16,0,27,0
2432,Jet Airways,Banglore,Delhi,0,7229,24,5,8,20,3,0
